median_gas_delta_7d,whale_exchange_flow_ratio,tx_per_active_zscore_90d,whale_volume_ratio_delta_1d,eth_burned_zscore_90d,block_date,block_fullness_delta_1d,median_gas_delta_1d,whale_tx_zscore_90d,whale_volume_ratio,whale_exchange_asymmetry,whale_volume_ratio_delta_3d,net_exchange_flow_ratio,eth_burned_delta_1d,exchange_flow_share,smart_contract_ratio_delta_1d,tx_per_active_delta_1d
-1.5963,0.000865,0.6399,-0.017162,0.0,2017-10-27 00:00:00+00:00,0.008863,-0.2732,-0.6044,0.224324,0.403519,0.005932,0.001572,,0.005764,0.004979,0.0859
-5.3313,-0.000213,0.0904,-0.007112,0.0,2017-10-28 00:00:00+00:00,-0.054352,-2.262,-0.8772,0.217211,-0.21448,-0.021783,0.00061,,0.003869,-0.058103,-0.1004
-2.1706,-0.000293,0.148,0.028628,0.0,2017-10-29 00:00:00+00:00,0.016334,-0.6437,-0.6739,0.24584,-0.171802,0.004354,0.000872,,0.005335,0.002918,0.0111
-7.3703,-0.00071,1.0445,-0.010029,0.0,2017-10-30 00:00:00+00:00,0.05794,2.5831,0.2202,0.235811,-0.561413,0.011487,-0.000221,,0.005375,-0.008455,0.1656
-4.6506,0.000839,0.8869,-0.020102,0.0,2017-10-31 00:00:00+00:00,0.047884,0.6445,0.5746,0.215709,0.388215,-0.001503,0.001758,,0.006953,0.061924,-0.0177
3.5674,-0.000728,0.0409,0.028165,0.0,2017-11-01 00:00:00+00:00,0.012651,3.2375,1.1893,0.243874,-0.40799,-0.001966,0.001209,,0.007933,-0.013904,-0.1431
8.7703,-0.000483,-0.6534,-0.037395,0.0,2017-11-02 00:00:00+00:00,0.00711,5.4841,2.4305,0.206479,-0.099799,-0.029332,0.000449,,0.010797,-0.021144,-0.1183
0.8681,0.000278,0.5088,-0.001529,0.0,2017-11-03 00:00:00+00:00,-0.061221,-8.1754,0.324,0.20495,0.119201,-0.010759,0.000971,,0.007398,-0.013494,0.1902
0.45,-0.00015,0.6628,0.036788,0.0,2017-11-04 00:00:00+00:00,-0.145137,-2.68,-1.1837,0.241738,-0.07484,-0.002136,0.001159,,0.007023,-0.036268,0.0282
-0.2871,0.000614,0.729,0.004668,0.0,2017-11-05 00:00:00+00:00,-0.06982,-1.3809,-1.4111,0.246406,1.0,0.039927,0.002187,,0.005743,0.001344,0.0146
-3.471,-0.001816,0.1121,0.015696,0.0,2017-11-06 00:00:00+00:00,0.06431,-0.6008,-0.1721,0.262102,-0.26274,0.057152,-0.000671,,0.013307,0.000432,-0.0945
-2.0962,9e-05,0.5506,0.029535,0.0,2017-11-07 00:00:00+00:00,0.040108,2.0193,-0.4556,0.291637,0.013717,0.049899,0.002392,,0.014445,0.018502,0.0682
-1.4881,-0.00087,-0.102,0.001093,0.0,2017-11-08 00:00:00+00:00,0.011662,3.8456,0.9347,0.29273,-0.021501,0.046324,0.001261,,0.04735,0.029949,-0.0968
-1.097,-0.000257,-0.6586,0.07286,0.0,2017-11-09 00:00:00+00:00,0.040581,5.8752,-0.3072,0.36559,-0.065282,0.103488,0.001153,,0.01114,-0.002819,-0.0833
4.8064,-0.000382,-0.7008,-0.141546,0.0,2017-11-10 00:00:00+00:00,-0.040183,-2.272,1.2419,0.224044,-0.103444,-0.067593,-0.000665,,0.01049,-0.017659,-0.009
11.1726,-0.00138,-0.4548,-0.01779,0.0,2017-11-11 00:00:00+00:00,-0.021558,3.6861,-0.5619,0.206254,-0.547886,-0.086476,-0.00049,,0.009015,0.018297,0.0334
15.1055,-0.000268,-0.9895,-0.010876,0.0,2017-11-12 00:00:00+00:00,0.007942,2.552,1.7591,0.195378,-0.081063,-0.170212,0.001023,,0.01054,-0.031827,-0.0796
15.5686,-0.000618,-0.4261,0.056988,0.0,2017-11-13 00:00:00+00:00,0.039991,-0.1376,0.9131,0.252366,-0.071692,0.028323,0.001484,,0.015677,0.005052,0.0773
13.621,-0.000884,-0.8315,0.044648,0.0,2017-11-14 00:00:00+00:00,0.044339,0.0717,1.231,0.297014,-0.098943,0.09076,0.000998,,0.015693,0.01863,-0.059
9.3913,-0.000831,-0.7416,-0.036913,0.0,2017-11-15 00:00:00+00:00,0.020667,-0.3841,3.2261,0.260101,-0.119769,0.064723,0.002079,,0.012223,-0.017636,0.0097
-1.4674,-0.00032,-0.6036,-0.061324,0.0,2017-11-16 00:00:00+00:00,-0.035045,-4.9835,1.1574,0.198777,-0.245119,-0.053589,0.001292,,0.00695,0.019487,0.0169
-0.5618,0.000566,-1.1397,0.008981,0.0,2017-11-17 00:00:00+00:00,0.022789,-1.3664,1.616,0.207758,0.314902,-0.089256,0.001889,,0.006353,-0.017436,-0.0776
-7.8036,-0.000893,-0.0226,-0.008201,0.0,2017-11-18 00:00:00+00:00,-0.051785,-3.5557,0.359,0.199557,-0.385044,-0.060545,0.000903,,0.006882,0.036857,0.1507
-7.6248,0.001644,-0.4676,0.018046,0.0,2017-11-19 00:00:00+00:00,-0.017984,2.7308,0.6664,0.217603,0.37833,0.018825,0.003294,,0.010646,-0.00605,-0.0602
-2.1186,-0.001689,-0.5949,0.017251,0.0,2017-11-20 00:00:00+00:00,0.057988,5.3686,0.765,0.234853,-0.068462,0.027095,-0.000506,,0.02888,0.002333,-0.0182
0.0017,-3.2e-05,-0.6972,0.013503,0.0,2017-11-21 00:00:00+00:00,-0.00295,2.192,1.9769,0.248357,-0.007613,0.0488,0.001136,,0.009832,-0.033917,-0.0152
-0.6011,-0.000147,-0.2464,-0.017184,0.0,2017-11-22 00:00:00+00:00,-0.004266,-0.9869,1.8485,0.231173,-0.06702,0.01357,0.001242,,0.00642,0.022826,0.0578
2.018,0.000269,-0.9367,-0.010281,0.0,2017-11-23 00:00:00+00:00,0.022281,-2.3644,1.8926,0.220892,0.047184,-0.013962,0.001652,,0.012926,0.015335,-0.091
3.5197,0.000657,-0.4525,0.025028,0.0,2017-11-24 00:00:00+00:00,-0.014098,0.1354,1.7867,0.245919,0.087104,-0.002437,0.001921,,0.014448,-0.023543,0.0608
-1.6748,-0.000327,0.9461,-0.036334,0.0,2017-11-25 00:00:00+00:00,0.028893,-8.7502,1.3273,0.209585,-0.086716,-0.021588,0.000962,,0.008335,-0.003866,0.1792
0.6571,0.000275,-0.9393,-0.007171,0.0,2017-11-26 00:00:00+00:00,0.010348,5.0627,1.3926,0.202414,0.110302,-0.018477,0.001156,,0.006519,0.025576,-0.2402
0.1574,0.00028,-0.9754,0.019107,0.0,2017-11-27 00:00:00+00:00,0.080414,4.8689,3.0602,0.221522,0.01492,-0.024398,0.001414,,0.023399,-0.044858,-0.0074
-0.2195,0.002064,-1.2144,-0.040922,0.0,2017-11-28 00:00:00+00:00,-0.008526,1.8151,2.7732,0.180599,0.428022,-0.028986,0.003229,,0.00903,-0.009798,-0.0346
1.0497,0.000743,-1.9075,0.008088,0.0,2017-11-29 00:00:00+00:00,-0.02037,0.2823,3.3743,0.188687,0.173266,-0.013727,0.001754,,0.00845,0.007102,-0.1014
3.3818,-0.000436,-1.4277,-0.014843,0.0,2017-11-30 00:00:00+00:00,-0.020491,-0.0324,2.2981,0.173844,-0.14223,-0.047677,0.000329,,0.007725,-0.000901,0.0562
-4.632,-0.000682,-1.273,0.00998,0.0,2017-12-01 00:00:00+00:00,0.073714,-7.8784,1.7183,0.183824,-0.186533,0.003225,0.000691,,0.0075,0.023698,0.0155
2.6619,-0.0003,-1.4385,-0.017725,0.0,2017-12-02 00:00:00+00:00,-0.030773,-1.4563,1.4891,0.166099,-0.2636,-0.022588,0.000469,,0.004062,0.020702,-0.0286
-0.6266,-0.000162,-1.2957,0.020023,0.0,2017-12-03 00:00:00+00:00,0.072409,1.7741,2.2946,0.186122,-0.138071,0.012277,-0.003831,,0.008279,0.03031,0.0143
2.099,-0.000149,-0.1444,0.030839,0.0,2017-12-04 00:00:00+00:00,0.100732,7.5945,2.5887,0.216961,-0.096016,0.033136,0.000978,,0.005406,-0.001523,0.1564
10.1496,-0.002824,-1.6385,0.1024,0.0,2017-12-05 00:00:00+00:00,0.017037,9.8657,2.47,0.319361,-0.366787,0.153262,-0.000464,,0.015819,-0.005379,-0.2097
20.3959,0.000246,-2.6046,-0.07836,0.0,2017-12-06 00:00:00+00:00,-0.011627,10.5285,3.8152,0.241001,0.005851,0.054879,0.000951,,0.054274,-0.087065,-0.1631
39.9553,0.005289,-1.4761,0.071552,0.0,2017-12-07 00:00:00+00:00,0.030961,19.5271,1.3892,0.312552,0.04841,0.095592,0.00411,,0.118962,0.113941,0.158
44.841,0.003151,-1.3507,-0.039501,0.0,2017-12-08 00:00:00+00:00,0.011742,-2.9927,2.2776,0.273051,0.029555,-0.04631,0.009193,,0.118634,-0.009786,0.0131
44.3814,0.001669,-1.6046,-0.045445,0.0,2017-12-09 00:00:00+00:00,0.004725,-1.9159,1.5752,0.227606,0.03723,-0.013395,0.002047,,0.064214,0.025657,-0.0461
29.1788,-0.004388,-1.3372,0.046522,0.0,2017-12-10 00:00:00+00:00,-0.016748,-13.4285,1.7085,0.274128,-0.082838,-0.038424,0.000255,,0.06642,0.004481,0.0352
14.2456,0.001611,-1.7718,0.001895,0.0,2017-12-11 00:00:00+00:00,-0.009794,-7.3386,2.6522,0.276023,0.024645,0.002972,0.004211,,0.085312,-0.058927,-0.0768
5.4511,0.003498,-1.9692,0.045844,0.0,2017-12-12 00:00:00+00:00,0.000288,1.0712,2.438,0.321866,0.101707,0.09426,0.004199,,0.049276,-0.007125,-0.0447
-10.211,0.001792,-1.9615,-0.051338,0.0,2017-12-13 00:00:00+00:00,-0.02168,-5.1335,1.7242,0.270528,0.026756,-0.0036,0.005065,,0.080571,-0.038182,-0.0127
-19.0829,-0.006099,-2.0752,-0.005684,0.0,2017-12-14 00:00:00+00:00,0.0457,10.6551,2.9284,0.264844,-0.135969,-0.011179,-0.003702,,0.055047,-0.012459,-0.035
-27.289,-0.000481,-1.5147,-0.007626,0.0,2017-12-15 00:00:00+00:00,-0.046889,-11.1988,2.6539,0.257217,-0.009782,-0.064649,0.003582,,0.061438,0.011345,0.0876
-29.8408,0.00393,-1.0496,-0.059812,0.0,2017-12-16 00:00:00+00:00,-0.003228,-4.4678,2.206,0.197405,0.050796,-0.073123,0.006707,,0.086394,0.017573,0.0765
-18.5172,-0.002917,-1.0569,-0.016773,0.0,2017-12-17 00:00:00+00:00,-0.013512,-2.1048,2.0038,0.180632,-0.11836,-0.084212,-3.1e-05,,0.033997,0.021888,-0.0044
-13.2456,-0.000973,-1.5464,0.037272,0.0,2017-12-18 00:00:00+00:00,0.032155,-2.0671,2.6428,0.217904,-0.022083,-0.039314,0.002328,,0.05478,-0.033658,-0.0913
-1.715,-0.004809,-1.0754,-0.000574,0.0,2017-12-19 00:00:00+00:00,0.033039,12.6018,2.8451,0.217329,-0.105701,0.019924,-0.001941,,0.057861,-0.041092,0.0785
9.667,-0.001535,-1.9271,-0.016651,0.0,2017-12-20 00:00:00+00:00,-0.033913,6.2485,1.7257,0.200679,-0.041023,0.020047,0.001312,,0.046781,-0.028514,-0.1607
-0.8385,-0.000325,-1.8683,-0.028582,0.0,2017-12-21 00:00:00+00:00,0.027959,0.1496,2.8633,0.172096,-0.012437,-0.045807,0.002003,,0.033975,0.002423,-0.0014
10.3602,-0.000164,-2.0557,0.034624,0.0,2017-12-22 00:00:00+00:00,-0.024476,0.0,3.0216,0.206721,-0.003323,-0.010609,-0.000165,,0.059999,-0.002063,-0.0493
5.0143,0.007109,-1.5726,-0.052672,0.0,2017-12-23 00:00:00+00:00,-0.060113,-9.8138,1.6397,0.154048,0.283864,-0.04663,0.009159,,0.033123,0.025551,0.0821
5.6771,-0.00563,-0.6959,0.051505,0.0,2017-12-24 00:00:00+00:00,-0.044481,-1.4419,1.0253,0.205554,-0.192459,0.033457,-0.004608,,0.037726,0.043664,0.1635
-0.0001,0.002736,-1.1771,0.069469,0.0,2017-12-25 00:00:00+00:00,-0.067532,-7.7443,0.9122,0.275022,0.047818,0.068302,0.005589,,0.067225,-0.021961,-0.094
-12.6019,2.6e-05,-1.3753,0.018897,0.0,2017-12-26 00:00:00+00:00,0.043224,0.0,1.0933,0.293919,0.000982,0.139871,0.00271,,0.035836,0.001369,-0.0426
-19.6104,-0.000857,-0.8619,-0.120708,0.0,2017-12-27 00:00:00+00:00,0.062236,-0.76,0.7174,0.173211,-0.033736,-0.032342,0.001294,,0.034335,0.009772,0.0951
-20.0,0.001136,-1.1171,0.033325,0.0,2017-12-28 00:00:00+00:00,0.007562,-0.24,1.7862,0.206536,0.033021,-0.068486,0.003573,,0.043781,-0.021153,-0.0515
-20.0,-0.000354,-1.5813,0.086743,0.0,2017-12-29 00:00:00+00:00,0.060231,0.0,1.9995,0.293279,-0.01315,-0.00064,0.001609,,0.035349,-0.025537,-0.0951
-10.1862,-0.003111,-1.7727,-0.139156,0.0,2017-12-30 00:00:00+00:00,-0.038232,0.0,2.5321,0.154123,-0.117867,-0.019088,-0.001755,,0.033317,-0.022971,-0.0463
-7.915,-0.001782,-0.7964,0.064886,0.0,2017-12-31 00:00:00+00:00,-0.042963,0.8293,1.5771,0.219009,-0.028926,0.012473,-0.000224,,0.069097,0.040013,0.1878
-0.9108,-0.006898,-1.4725,-0.020282,0.0,2018-01-01 00:00:00+00:00,-0.015187,-0.74,1.1552,0.198727,-0.24217,-0.094552,-0.004583,,0.037468,0.012136,-0.1369
-1.0,-0.001922,-1.6571,-0.000112,0.0,2018-01-02 00:00:00+00:00,0.086465,-0.0892,2.5681,0.198615,-0.051976,0.044491,-0.000266,,0.046123,-0.033878,-0.044
0.7585,0.001901,-1.5964,-0.02105,0.0,2018-01-03 00:00:00+00:00,0.015278,0.9985,3.1668,0.177565,0.075415,-0.041444,0.004126,,0.033454,-0.025881,0.0047
9.2285,-0.007088,-1.7627,-0.001135,0.0,2018-01-04 00:00:00+00:00,0.004185,8.23,3.5034,0.176431,-0.178871,-0.022296,-0.004619,,0.047105,-0.023953,-0.0425
42.0707,-0.001964,-2.1187,-0.029829,0.0,2018-01-05 00:00:00+00:00,-0.002222,32.8422,2.7165,0.146602,-0.072133,-0.052013,0.000303,,0.034805,0.006461,-0.0872
71.8111,-0.000189,-1.9684,0.012002,0.0,2018-01-06 00:00:00+00:00,0.004644,29.7404,2.4134,0.158604,-0.012114,-0.018962,0.001543,,0.021868,0.025091,0.0185
49.6955,0.009321,-1.6602,0.058672,0.0,2018-01-07 00:00:00+00:00,0.005878,-21.2863,2.0374,0.217275,0.197072,0.040845,0.014538,,0.062118,0.028679,0.0568
53.5092,-0.010224,-1.7607,-0.001057,0.0,2018-01-08 00:00:00+00:00,0.004875,3.0737,1.5249,0.216218,-0.233073,0.069616,-0.003784,,0.059084,-0.022559,-0.0308
54.6566,-0.003254,-2.0887,-0.001489,0.0,2018-01-09 00:00:00+00:00,-0.011102,1.0582,2.1528,0.214729,-0.079019,0.056125,0.004074,,0.054252,-0.013082,-0.0857
78.4811,-0.009241,-1.89,-0.005427,0.0,2018-01-10 00:00:00+00:00,0.001945,24.8229,2.1557,0.209301,-0.273318,-0.007974,-0.001999,,0.048278,0.000138,0.0323
59.3857,-0.011058,-1.9272,-0.011989,0.0,2018-01-11 00:00:00+00:00,-0.01038,-10.8654,1.9011,0.197313,-0.23801,-0.018905,-0.005358,,0.057688,-0.011034,-0.0204
-11.3594,-0.004958,-1.5911,0.006194,0.0,2018-01-12 00:00:00+00:00,0.011782,-37.9028,1.4996,0.203506,-0.088598,-0.011223,4.3e-05,,0.066549,0.014001,0.069
-36.8854,0.001352,-1.676,0.022046,0.0,2018-01-13 00:00:00+00:00,0.006741,4.2144,1.3649,0.225553,0.05792,0.016251,0.006921,,0.036776,-0.001669,-0.0279
-18.0956,-0.000801,-1.6422,-0.039549,0.0,2018-01-14 00:00:00+00:00,-0.009356,-2.4965,1.2378,0.186004,-0.097877,-0.011309,0.002041,,0.01519,0.015767,-0.0022
-21.6363,-0.00454,-2.1371,0.041406,0.0,2018-01-15 00:00:00+00:00,0.018726,-0.4671,1.7428,0.22741,-0.129079,0.023903,0.001935,,0.049375,-0.032016,-0.1344
-22.6566,-0.007968,-1.8832,-0.041085,0.0,2018-01-16 00:00:00+00:00,-0.009625,0.0379,2.086,0.186324,-0.254345,-0.039228,-0.002887,,0.044799,0.008122,0.0467
-48.4796,-0.009473,-1.6419,0.018718,0.0,2018-01-17 00:00:00+00:00,-0.015229,-1.0,1.8718,0.205043,-0.162063,0.019039,-0.005292,,0.072598,0.001803,0.0483
-36.2555,-0.003204,-1.7022,-0.030166,0.0,2018-01-18 00:00:00+00:00,-0.001354,1.3587,1.6472,0.174877,-0.084042,-0.052533,0.003297,,0.050894,0.007124,-0.0248
-0.6055,-0.006398,-1.0945,0.062303,0.0,2018-01-19 00:00:00+00:00,-0.048818,-2.2528,0.8862,0.237179,-0.119467,0.050855,0.001407,,0.071026,0.026539,0.1422
-5.8492,-0.00641,-0.272,0.063256,0.0,2018-01-20 00:00:00+00:00,0.004765,-1.0293,0.7469,0.300435,-0.147017,0.095393,0.001148,,0.060674,0.015016,0.2035
-11.602,-0.037657,-1.8415,-0.045193,0.0,2018-01-21 00:00:00+00:00,-0.013961,-8.2493,0.7977,0.255242,-0.610491,0.080366,-0.029919,,0.076624,-0.025593,-0.3968
-24.3422,-0.007212,-0.9546,-0.033955,0.0,2018-01-22 00:00:00+00:00,0.015933,-13.2073,0.6065,0.221287,-0.206999,-0.015892,-0.000147,,0.050655,0.009323,0.2144
-16.6965,-0.005309,-0.6997,0.002782,0.0,2018-01-23 00:00:00+00:00,0.001972,7.6836,0.3209,0.224069,-0.199601,-0.076366,0.001958,,0.04125,0.010774,0.0588
-14.9675,-0.019588,-0.3904,0.02219,0.0,2018-01-24 00:00:00+00:00,-0.040391,0.729,0.2819,0.246259,-0.3498,-0.008983,-0.011416,,0.071433,0.012145,0.0717
-27.2998,-0.012005,0.0907,0.283156,0.0,2018-01-25 00:00:00+00:00,-0.043723,-10.9736,-0.1512,0.529415,-0.131902,0.308128,0.007021,,0.126321,0.063073,0.1118
-30.1058,-0.018417,-0.4485,-0.299382,0.0,2018-01-26 00:00:00+00:00,0.034515,-5.0589,0.3292,0.230033,-0.411055,0.005964,-0.011602,,0.058747,-0.04849,-0.1321
-29.0765,0.000385,-0.3965,-0.009345,0.0,2018-01-27 00:00:00+00:00,-0.084546,0.0,-0.0652,0.220689,0.012833,-0.025571,0.008359,,0.04755,0.003196,0.0086
-20.8211,-0.003594,-0.1674,0.057364,0.0,2018-01-28 00:00:00+00:00,0.048578,0.0061,0.2843,0.278053,-0.085502,-0.251362,0.004845,,0.062136,-0.002661,0.0488
-1.3156,-0.017389,-0.5493,0.017439,0.0,2018-01-29 00:00:00+00:00,0.032425,6.2982,0.1879,0.295492,-0.317854,0.065459,-0.007423,,0.074731,-0.024828,-0.0912
-14.4206,-0.013883,-0.2361,-0.025961,0.0,2018-01-30 00:00:00+00:00,0.021274,-5.4214,0.222,0.269531,-0.246594,0.048842,-0.00416,,0.076602,0.007831,0.0663
-15.0166,-0.007041,-0.6041,0.008923,0.0,2018-01-31 00:00:00+00:00,0.006186,0.1331,0.2991,0.278454,-0.147434,0.000402,0.000994,,0.065773,-0.008696,-0.0847
11.7761,-0.007949,-0.6409,0.028431,0.0,2018-02-01 00:00:00+00:00,0.021771,15.8191,0.4894,0.306885,-0.116341,0.011393,0.001171,,0.08963,-0.014677,-0.0118
10.4465,-0.006828,-0.4301,-0.039258,0.0,2018-02-02 00:00:00+00:00,-0.027795,-6.3885,0.3243,0.267627,-0.097037,-0.001904,-0.000972,,0.090762,0.002379,0.0417
1.6538,-0.005281,-0.1218,-0.040648,0.0,2018-02-03 00:00:00+00:00,-0.040372,-8.7927,-0.1287,0.22698,-0.135507,-0.051475,0.001692,,0.055579,0.028473,0.0603
0.529,-0.00225,-0.3749,0.048249,0.0,2018-02-04 00:00:00+00:00,-0.014574,-1.1186,-0.2168,0.275229,-0.02997,-0.031656,0.006085,,0.093321,-0.013686,-0.0556
-6.3042,-0.008755,-0.1764,-0.001329,0.0,2018-02-05 00:00:00+00:00,0.019162,-0.5351,0.146,0.2739,-0.113847,0.006273,-0.003969,,0.101806,-0.001767,0.0355
0.5386,-0.007721,-0.1062,-0.016303,0.0,2018-02-06 00:00:00+00:00,-0.00428,1.4214,0.0916,0.257597,-0.114919,0.030617,-0.001785,,0.091629,0.004939,0.0099
0.5447,-0.001437,-0.0937,0.050237,0.0,2018-02-07 00:00:00+00:00,-0.006772,0.1392,-0.1655,0.307834,-0.018772,0.032605,0.005104,,0.094037,8.4e-05,-0.0007
-17.0126,-0.000839,0.0977,0.023462,0.0,2018-02-08 00:00:00+00:00,-0.042804,-1.7382,-0.9004,0.331296,-0.017896,0.057396,0.003918,,0.064486,0.01314,0.0332
-10.578,-0.007051,0.1095,-0.063832,0.0,2018-02-09 00:00:00+00:00,0.034794,0.0461,-0.4712,0.267464,-0.135018,0.009867,-0.001431,,0.068446,-0.024952,-0.0014
-1.6826,-0.002903,0.3494,0.002216,0.0,2018-02-10 00:00:00+00:00,0.015323,0.1026,-0.3081,0.26968,-0.076766,-0.038154,0.004178,,0.054529,-0.002628,0.0418
-4.6587,-0.015105,0.708,0.010231,0.0,2018-02-11 00:00:00+00:00,-0.027431,-4.0947,-0.7696,0.279911,-0.365389,-0.051386,-0.007122,,0.059153,0.013446,0.0616
-5.8629,-0.017039,0.006,0.068504,0.0,2018-02-12 00:00:00+00:00,0.011074,-1.7394,-0.4019,0.348415,-0.358117,0.080951,-0.010524,,0.063803,-0.018311,-0.1294
-4.8812,-0.004119,0.6392,0.068157,0.0,2018-02-13 00:00:00+00:00,-0.038563,2.4031,-0.6953,0.416571,-0.085285,0.146891,0.002804,,0.062313,0.018116,0.1098
-1.7921,-3e-06,-0.0636,-0.147847,0.0,2018-02-14 00:00:00+00:00,0.006201,3.2283,-0.6326,0.268724,-6.9e-05,-0.011187,0.005663,,0.059105,0.001388,-0.127
0.1347,-0.007522,0.0385,0.015325,0.0,2018-02-15 00:00:00+00:00,0.018866,0.1885,-0.5685,0.284049,-0.166022,-0.064366,-0.001972,,0.05906,0.01533,0.0153
0.0725,-0.004919,0.8084,-0.057137,0.0,2018-02-16 00:00:00+00:00,-0.00541,-0.016,-0.9298,0.226912,-0.115845,-0.18966,0.000375,,0.056249,0.011794,0.1267
-0.2051,-0.005679,1.8812,-0.008238,0.0,2018-02-17 00:00:00+00:00,0.015779,-0.175,-0.9117,0.218674,-0.163344,-0.05005,-0.000379,,0.048571,-0.0093,0.1808
4.5517,-0.000784,1.4056,0.137197,0.0,2018-02-18 00:00:00+00:00,0.011418,0.6621,-0.8209,0.355871,-0.027872,0.071823,0.00507,,0.043227,-0.002385,-0.082
0.4389,-0.002469,0.9413,-0.036619,0.0,2018-02-19 00:00:00+00:00,0.016375,-5.8522,-0.8992,0.319252,-0.01747,0.09234,0.003502,,0.157476,0.025972,-0.0807
-3.3527,-0.014845,1.324,-0.010666,0.0,2018-02-20 00:00:00+00:00,0.062997,-1.3885,-0.7004,0.308586,-0.207187,0.089912,-0.009369,,0.088317,0.002651,0.059
-10.1082,0.00378,1.7718,-0.026588,0.0,2018-02-21 00:00:00+00:00,-0.029501,-3.5271,-0.7027,0.281998,0.082193,-0.073874,0.01112,,0.064024,-0.03979,0.0752
-11.6581,-0.007341,1.2167,0.230602,0.0,2018-02-22 00:00:00+00:00,-0.0463,-1.3614,-0.9303,0.5126,-0.192089,0.193348,-0.002109,,0.050483,-0.001307,-0.0947
-9.8365,-0.00506,1.3576,-0.139317,0.0,2018-02-23 00:00:00+00:00,-0.025259,1.8056,-1.0658,0.373283,-0.08874,0.064697,0.003986,,0.07651,0.051212,0.0105
-6.0818,0.006263,3.0333,0.074306,0.0,2018-02-24 00:00:00+00:00,0.015009,3.5797,-1.1876,0.447589,0.139214,0.165591,0.012876,,0.064997,0.122673,0.2826
-11.9075,-0.008903,2.0214,-0.033638,0.0,2018-02-25 00:00:00+00:00,-0.009666,-5.1636,-1.4142,0.413951,-0.180277,-0.098649,0.000262,,0.074163,-0.081625,-0.159
-5.2325,-0.011465,0.0955,0.136135,0.0,2018-02-26 00:00:00+00:00,-0.001352,0.8228,-0.9979,0.550086,-0.137842,0.176804,0.000452,,0.109569,-0.058281,-0.3175
-4.2059,-0.020557,-0.0446,0.141591,0.0,2018-02-27 00:00:00+00:00,-0.005159,-0.3619,-1.1864,0.691678,-0.17109,0.244089,-0.006367,,0.15062,-0.013067,-0.024
5.3264,0.002553,-0.5544,0.001839,0.0,2018-02-28 00:00:00+00:00,0.032898,6.0052,-0.9507,0.693517,0.025703,0.279566,0.018136,,0.128819,-0.026047,-0.085
0.8043,0.002241,-0.0677,0.032807,0.0,2018-03-01 00:00:00+00:00,-0.032377,-5.8835,-1.2575,0.726324,0.025134,0.176237,0.014498,,0.1168,0.014292,0.0764
0.1374,-0.010226,0.7871,-0.019037,0.0,2018-03-02 00:00:00+00:00,0.046513,1.1388,-1.2443,0.707287,-0.082291,0.015609,0.004028,,0.15313,0.013375,0.1363
-6.8685,-0.026806,1.2312,-0.03612,0.0,2018-03-03 00:00:00+00:00,-0.051615,-3.4262,-1.5445,0.671167,-0.201823,-0.02235,-0.008866,,0.164124,0.024575,0.0718
