date,btc_price
2013-06-15 00:00:00+00:00,98.399
2013-06-16 00:00:00+00:00,99.99
2013-06-17 00:00:00+00:00,100.42
2013-06-18 00:00:00+00:00,102.0
2013-06-19 00:00:00+00:00,106.55
2013-06-20 00:00:00+00:00,107.9
2013-06-21 00:00:00+00:00,110.91
2013-06-22 00:00:00+00:00,109.015
2013-06-23 00:00:00+00:00,107.25
2013-06-24 00:00:00+00:00,108.0
2013-06-25 00:00:00+00:00,102.443
2013-06-26 00:00:00+00:00,103.691
2013-06-27 00:00:00+00:00,103.39
2013-06-28 00:00:00+00:00,99.66
2013-06-29 00:00:00+00:00,93.3311
2013-06-30 00:00:00+00:00,95.3886
2013-07-01 00:00:00+00:00,97.504
2013-07-02 00:00:00+00:00,89.489
2013-07-03 00:00:00+00:00,90.797
2013-07-04 00:00:00+00:00,78.8
2013-07-05 00:00:00+00:00,78.48
2013-07-06 00:00:00+00:00,67.809
2013-07-07 00:00:00+00:00,68.0831
2013-07-08 00:00:00+00:00,77.502
2013-07-09 00:00:00+00:00,76.3915
2013-07-10 00:00:00+00:00,77.0
2013-07-11 00:00:00+00:00,85.75
2013-07-12 00:00:00+00:00,93.804
2013-07-13 00:00:00+00:00,88.0622
2013-07-14 00:00:00+00:00,95.58
2013-07-15 00:00:00+00:00,94.0
2013-07-16 00:00:00+00:00,97.301
2013-07-17 00:00:00+00:00,98.9796
2013-07-18 00:00:00+00:00,97.8
2013-07-19 00:00:00+00:00,88.7869
2013-07-20 00:00:00+00:00,91.572
2013-07-21 00:00:00+00:00,89.28
2013-07-22 00:00:00+00:00,90.3672
2013-07-23 00:00:00+00:00,91.7024
2013-07-24 00:00:00+00:00,94.5806
2013-07-25 00:00:00+00:00,94.525
2013-07-26 00:00:00+00:00,96.9499
2013-07-27 00:00:00+00:00,94.13
2013-07-28 00:00:00+00:00,94.005
2013-07-29 00:00:00+00:00,98.5759
2013-07-30 00:00:00+00:00,101.5
2013-07-31 00:00:00+00:00,110.34
2013-08-01 00:00:00+00:00,106.23
2013-08-02 00:00:00+00:00,101.61
2013-08-03 00:00:00+00:00,103.7
2013-08-04 00:00:00+00:00,104.86
2013-08-05 00:00:00+00:00,106.56
2013-08-06 00:00:00+00:00,105.841
2013-08-07 00:00:00+00:00,106.75
2013-08-08 00:00:00+00:00,101.672
2013-08-09 00:00:00+00:00,103.4
2013-08-10 00:00:00+00:00,102.71
2013-08-11 00:00:00+00:00,103.77
2013-08-12 00:00:00+00:00,105.18
2013-08-13 00:00:00+00:00,106.068
2013-08-14 00:00:00+00:00,111.621
2013-08-15 00:00:00+00:00,111.87
2013-08-16 00:00:00+00:00,109.867
2013-08-17 00:00:00+00:00,112.74
2013-08-18 00:00:00+00:00,114.4
2013-08-19 00:00:00+00:00,118.782
2013-08-20 00:00:00+00:00,120.5
2013-08-21 00:00:00+00:00,121.51
2013-08-22 00:00:00+00:00,122.499
2013-08-23 00:00:00+00:00,120.0
2013-08-24 00:00:00+00:00,120.44
2013-08-25 00:00:00+00:00,122.0
2013-08-26 00:00:00+00:00,122.04
2013-08-27 00:00:00+00:00,125.67
2013-08-28 00:00:00+00:00,123.02
2013-08-29 00:00:00+00:00,123.44
2013-08-30 00:00:00+00:00,129.2
2013-08-31 00:00:00+00:00,137.76
2013-09-01 00:00:00+00:00,138.17
2013-09-02 00:00:00+00:00,137.17
2013-09-03 00:00:00+00:00,137.51
2013-09-04 00:00:00+00:00,135.21
2013-09-05 00:00:00+00:00,129.96
2013-09-06 00:00:00+00:00,126.13
2013-09-07 00:00:00+00:00,123.73
2013-09-08 00:00:00+00:00,121.77
2013-09-09 00:00:00+00:00,126.4
2013-09-10 00:00:00+00:00,127.78
2013-09-11 00:00:00+00:00,131.65
2013-09-12 00:00:00+00:00,134.22
2013-09-13 00:00:00+00:00,135.05
2013-09-14 00:00:00+00:00,131.39
2013-09-15 00:00:00+00:00,129.95
2013-09-16 00:00:00+00:00,131.48
2013-09-17 00:00:00+00:00,131.31
2013-09-18 00:00:00+00:00,132.06
2013-09-19 00:00:00+00:00,130.23
2013-09-20 00:00:00+00:00,128.57
2013-09-21 00:00:00+00:00,126.78
2013-09-22 00:00:00+00:00,128.37
2013-09-23 00:00:00+00:00,126.73
2013-09-24 00:00:00+00:00,126.09
2013-09-25 00:00:00+00:00,127.99
2013-09-26 00:00:00+00:00,128.02
2013-09-27 00:00:00+00:00,131.84
2013-09-28 00:00:00+00:00,133.93
2013-09-29 00:00:00+00:00,140.28
2013-09-30 00:00:00+00:00,131.65
2013-10-01 00:00:00+00:00,132.55
2013-10-02 00:00:00+00:00,132.04
2013-10-03 00:00:00+00:00,123.07
2013-10-04 00:00:00+00:00,128.26
2013-10-05 00:00:00+00:00,129.57
2013-10-06 00:00:00+00:00,127.56
2013-10-07 00:00:00+00:00,128.38
2013-10-08 00:00:00+00:00,125.72
2013-10-09 00:00:00+00:00,130.9
2013-10-10 00:00:00+00:00,129.68
2013-10-11 00:00:00+00:00,130.27
2013-10-12 00:00:00+00:00,135.35
2013-10-13 00:00:00+00:00,135.48
2013-10-14 00:00:00+00:00,140.48
2013-10-15 00:00:00+00:00,143.89
2013-10-16 00:00:00+00:00,143.61
2013-10-17 00:00:00+00:00,146.15
2013-10-18 00:00:00+00:00,151.34
2013-10-19 00:00:00+00:00,170.51
2013-10-20 00:00:00+00:00,172.01
2013-10-21 00:00:00+00:00,181.41
2013-10-22 00:00:00+00:00,193.45
2013-10-23 00:00:00+00:00,206.78
2013-10-24 00:00:00+00:00,198.8
2013-10-25 00:00:00+00:00,172.48
2013-10-26 00:00:00+00:00,178.96
2013-10-27 00:00:00+00:00,189.83
2013-10-28 00:00:00+00:00,198.55
2013-10-29 00:00:00+00:00,204.39
2013-10-30 00:00:00+00:00,204.2
2013-10-31 00:00:00+00:00,203.88
2013-11-01 00:00:00+00:00,205.26
2013-11-02 00:00:00+00:00,206.89
2013-11-03 00:00:00+00:00,212.45
2013-11-04 00:00:00+00:00,226.28
2013-11-05 00:00:00+00:00,230.63
2013-11-06 00:00:00+00:00,260.85
2013-11-07 00:00:00+00:00,295.63
2013-11-08 00:00:00+00:00,332.02
2013-11-09 00:00:00+00:00,358.0
2013-11-10 00:00:00+00:00,313.0
2013-11-11 00:00:00+00:00,340.55
2013-11-12 00:00:00+00:00,355.48
2013-11-13 00:00:00+00:00,404.17
2013-11-14 00:00:00+00:00,408.84
2013-11-15 00:00:00+00:00,424.16
2013-11-16 00:00:00+00:00,437.41
2013-11-17 00:00:00+00:00,488.36
2013-11-18 00:00:00+00:00,580.87
2013-11-19 00:00:00+00:00,614.4
2013-11-20 00:00:00+00:00,565.34
2013-11-21 00:00:00+00:00,675.06
2013-11-22 00:00:00+00:00,731.15
2013-11-23 00:00:00+00:00,819.31
2013-11-24 00:00:00+00:00,764.43
2013-11-25 00:00:00+00:00,793.07
2013-11-26 00:00:00+00:00,832.93
2013-11-27 00:00:00+00:00,914.13
2013-11-28 00:00:00+00:00,979.08
2013-11-29 00:00:00+00:00,1101.83
2013-11-30 00:00:00+00:00,1127.45
2013-12-01 00:00:00+00:00,1033.39
2013-12-02 00:00:00+00:00,974.03
2013-12-03 00:00:00+00:00,1078.64
2013-12-04 00:00:00+00:00,1121.48
2013-12-05 00:00:00+00:00,989.04
2013-12-06 00:00:00+00:00,1019.66
2013-12-07 00:00:00+00:00,811.98
2013-12-08 00:00:00+00:00,743.11
2013-12-09 00:00:00+00:00,897.89
2013-12-10 00:00:00+00:00,927.78
2013-12-11 00:00:00+00:00,887.08
2013-12-12 00:00:00+00:00,878.17
2013-12-13 00:00:00+00:00,897.27
2013-12-14 00:00:00+00:00,866.99
2013-12-15 00:00:00+00:00,854.62
2013-12-16 00:00:00+00:00,789.15
2013-12-17 00:00:00+00:00,691.65
2013-12-18 00:00:00+00:00,559.36
2013-12-19 00:00:00+00:00,677.84
2013-12-20 00:00:00+00:00,694.25
2013-12-21 00:00:00+00:00,596.12
2013-12-22 00:00:00+00:00,650.27
2013-12-23 00:00:00+00:00,645.75
2013-12-24 00:00:00+00:00,659.94
2013-12-25 00:00:00+00:00,668.74
2013-12-26 00:00:00+00:00,734.59
2013-12-27 00:00:00+00:00,734.27
2013-12-28 00:00:00+00:00,738.81
2013-12-29 00:00:00+00:00,726.47
2013-12-30 00:00:00+00:00,760.52
2013-12-31 00:00:00+00:00,755.16
2014-01-01 00:00:00+00:00,767.74
2014-01-02 00:00:00+00:00,772.53
2014-01-03 00:00:00+00:00,825.47
2014-01-04 00:00:00+00:00,849.14
2014-01-05 00:00:00+00:00,919.41
2014-01-06 00:00:00+00:00,936.38
2014-01-07 00:00:00+00:00,826.5
2014-01-08 00:00:00+00:00,838.32
2014-01-09 00:00:00+00:00,853.29
2014-01-10 00:00:00+00:00,863.3
2014-01-11 00:00:00+00:00,905.72
2014-01-12 00:00:00+00:00,867.45
2014-01-13 00:00:00+00:00,840.96
2014-01-14 00:00:00+00:00,838.05
2014-01-15 00:00:00+00:00,860.44
2014-01-16 00:00:00+00:00,837.98
2014-01-17 00:00:00+00:00,812.9
2014-01-18 00:00:00+00:00,840.0
2014-01-19 00:00:00+00:00,838.17
2014-01-20 00:00:00+00:00,869.15
2014-01-21 00:00:00+00:00,869.57
2014-01-22 00:00:00+00:00,865.03
2014-01-23 00:00:00+00:00,846.97
2014-01-24 00:00:00+00:00,808.32
2014-01-25 00:00:00+00:00,804.39
2014-01-26 00:00:00+00:00,853.51
2014-01-27 00:00:00+00:00,891.86
2014-01-28 00:00:00+00:00,777.0
2014-01-29 00:00:00+00:00,816.85
2014-01-30 00:00:00+00:00,817.17
2014-01-31 00:00:00+00:00,817.93
2014-02-01 00:00:00+00:00,832.52
2014-02-02 00:00:00+00:00,836.41
2014-02-03 00:00:00+00:00,813.38
2014-02-04 00:00:00+00:00,832.36
2014-02-05 00:00:00+00:00,830.92
2014-02-06 00:00:00+00:00,805.08
2014-02-07 00:00:00+00:00,721.32
2014-02-08 00:00:00+00:00,701.61
2014-02-09 00:00:00+00:00,672.07
2014-02-10 00:00:00+00:00,689.65
2014-02-11 00:00:00+00:00,697.76
2014-02-12 00:00:00+00:00,655.26
2014-02-13 00:00:00+00:00,651.91
2014-02-14 00:00:00+00:00,623.57
2014-02-15 00:00:00+00:00,644.1
2014-02-16 00:00:00+00:00,613.85
2014-02-17 00:00:00+00:00,645.14
2014-02-18 00:00:00+00:00,625.01
2014-02-19 00:00:00+00:00,620.99
2014-02-20 00:00:00+00:00,593.89
2014-02-21 00:00:00+00:00,582.75
2014-02-22 00:00:00+00:00,571.06
2014-02-23 00:00:00+00:00,622.97
2014-02-24 00:00:00+00:00,572.39
2014-02-25 00:00:00+00:00,489.31
2014-02-26 00:00:00+00:00,567.25
2014-02-27 00:00:00+00:00,586.28
2014-02-28 00:00:00+00:00,567.2
2014-03-01 00:00:00+00:00,560.11
2014-03-02 00:00:00+00:00,561.35
2014-03-03 00:00:00+00:00,585.79
2014-03-04 00:00:00+00:00,675.0
2014-03-05 00:00:00+00:00,658.24
2014-03-06 00:00:00+00:00,654.55
2014-03-07 00:00:00+00:00,617.62
2014-03-08 00:00:00+00:00,610.37
2014-03-09 00:00:00+00:00,636.17
2014-03-10 00:00:00+00:00,621.17
2014-03-11 00:00:00+00:00,624.23
2014-03-12 00:00:00+00:00,638.07
2014-03-13 00:00:00+00:00,639.03
2014-03-14 00:00:00+00:00,629.67
2014-03-15 00:00:00+00:00,638.07
2014-03-16 00:00:00+00:00,629.55
2014-03-17 00:00:00+00:00,623.705
2014-03-18 00:00:00+00:00,612.622
2014-03-19 00:00:00+00:00,610.636
2014-03-20 00:00:00+00:00,592.07
2014-03-21 00:00:00+00:00,582.303
2014-03-22 00:00:00+00:00,561.22
2014-03-23 00:00:00+00:00,567.779
2014-03-24 00:00:00+00:00,571.418
2014-03-25 00:00:00+00:00,582.55
2014-03-26 00:00:00+00:00,584.442
2014-03-27 00:00:00+00:00,567.64
2014-03-28 00:00:00+00:00,503.661
2014-03-29 00:00:00+00:00,502.302
2014-03-30 00:00:00+00:00,469.938
2014-03-31 00:00:00+00:00,457.399
2014-04-01 00:00:00+00:00,478.7163
2014-04-02 00:00:00+00:00,437.515
2014-04-03 00:00:00+00:00,447.0822
2014-04-04 00:00:00+00:00,448.8792
2014-04-05 00:00:00+00:00,464.8259
2014-04-06 00:00:00+00:00,460.7028
2014-04-07 00:00:00+00:00,457.792
2014-04-08 00:00:00+00:00,450.4638
2014-04-09 00:00:00+00:00,440.1983
2014-04-10 00:00:00+00:00,360.8407
2014-04-11 00:00:00+00:00,420.0563
2014-04-12 00:00:00+00:00,420.66
2014-04-13 00:00:00+00:00,414.9495
2014-04-14 00:00:00+00:00,457.6338
2014-04-15 00:00:00+00:00,520.1233
2014-04-16 00:00:00+00:00,529.1625
2014-04-17 00:00:00+00:00,494.4
2014-04-18 00:00:00+00:00,478.2312
2014-04-19 00:00:00+00:00,501.5515
2014-04-20 00:00:00+00:00,497.3177
2014-04-21 00:00:00+00:00,492.6733
2014-04-22 00:00:00+00:00,484.8533
2014-04-23 00:00:00+00:00,487.525
2014-04-24 00:00:00+00:00,494.2733
2014-04-25 00:00:00+00:00,458.8067
2014-04-26 00:00:00+00:00,453.8
2014-04-27 00:00:00+00:00,437.9216
2014-04-28 00:00:00+00:00,436.92
2014-04-29 00:00:00+00:00,443.27
2014-04-30 00:00:00+00:00,444.9968
2014-05-01 00:00:00+00:00,455.0913
2014-05-02 00:00:00+00:00,443.4734
2014-05-03 00:00:00+00:00,434.0333
2014-05-04 00:00:00+00:00,433.9432
2014-05-05 00:00:00+00:00,429.0761
2014-05-06 00:00:00+00:00,426.7634
2014-05-07 00:00:00+00:00,439.3
2014-05-08 00:00:00+00:00,437.3633
2014-05-09 00:00:00+00:00,447.4933
2014-05-10 00:00:00+00:00,452.505
2014-05-11 00:00:00+00:00,436.2833
2014-05-12 00:00:00+00:00,439.19
2014-05-13 00:00:00+00:00,437.305
2014-05-14 00:00:00+00:00,444.2467
2014-05-15 00:00:00+00:00,444.25
2014-05-16 00:00:00+00:00,445.165
2014-05-17 00:00:00+00:00,445.8533
2014-05-18 00:00:00+00:00,444.2133
2014-05-19 00:00:00+00:00,443.87
2014-05-20 00:00:00+00:00,483.4167
2014-05-21 00:00:00+00:00,488.7717
2014-05-22 00:00:00+00:00,522.6083
2014-05-23 00:00:00+00:00,524.475
2014-05-24 00:00:00+00:00,523.1083
2014-05-25 00:00:00+00:00,569.3767
2014-05-26 00:00:00+00:00,579.6217
2014-05-27 00:00:00+00:00,569.475
2014-05-28 00:00:00+00:00,571.5533
2014-05-29 00:00:00+00:00,565.26
2014-05-30 00:00:00+00:00,621.1467
2014-05-31 00:00:00+00:00,620.5
2014-06-01 00:00:00+00:00,640.1617
2014-06-02 00:00:00+00:00,656.41
2014-06-03 00:00:00+00:00,667.3683
2014-06-04 00:00:00+00:00,641.1833
2014-06-05 00:00:00+00:00,658.1
2014-06-06 00:00:00+00:00,648.63
2014-06-07 00:00:00+00:00,651.7083
2014-06-08 00:00:00+00:00,649.8983
2014-06-09 00:00:00+00:00,643.905
2014-06-10 00:00:00+00:00,649.0567
2014-06-11 00:00:00+00:00,630.0367
2014-06-12 00:00:00+00:00,567.175
2014-06-13 00:00:00+00:00,594.6833
2014-06-14 00:00:00+00:00,570.0033
2014-06-15 00:00:00+00:00,583.41
2014-06-16 00:00:00+00:00,592.52
2014-06-17 00:00:00+00:00,607.1583
2014-06-18 00:00:00+00:00,604.19
2014-06-19 00:00:00+00:00,593.3883000000002
2014-06-20 00:00:00+00:00,590.055
2014-06-21 00:00:00+00:00,591.2567
2014-06-22 00:00:00+00:00,595.0367
2014-06-23 00:00:00+00:00,586.1482999999998
2014-06-24 00:00:00+00:00,582.4149999999998
2014-06-25 00:00:00+00:00,561.4716999999999
2014-06-26 00:00:00+00:00,579.5867
2014-06-27 00:00:00+00:00,598.2367
2014-06-28 00:00:00+00:00,594.8717000000001
2014-06-29 00:00:00+00:00,598.4883
2014-06-30 00:00:00+00:00,637.7549999999999
2014-07-01 00:00:00+00:00,643.9350000000001
2014-07-02 00:00:00+00:00,648.1075000000002
2014-07-03 00:00:00+00:00,640.2838000000003
2014-07-04 00:00:00+00:00,627.1288
2014-07-05 00:00:00+00:00,627.5812999999999
2014-07-06 00:00:00+00:00,631.0025
2014-07-07 00:00:00+00:00,619.4950000000002
2014-07-08 00:00:00+00:00,620.0474999999996
2014-07-09 00:00:00+00:00,620.16
2014-07-10 00:00:00+00:00,615.1275000000002
2014-07-11 00:00:00+00:00,630.8350000000002
2014-07-12 00:00:00+00:00,633.6389951679741
2014-07-13 00:00:00+00:00,627.4623228193354
2014-07-14 00:00:00+00:00,618.2050265064788
2014-07-15 00:00:00+00:00,618.9524999999999
2014-07-16 00:00:00+00:00,614.1474999999997
2014-07-17 00:00:00+00:00,622.8950000000001
2014-07-18 00:00:00+00:00,627.0188000000003
2014-07-19 00:00:00+00:00,626.1763000000001
2014-07-20 00:00:00+00:00,620.5138
2014-07-21 00:00:00+00:00,619.9088000000002
2014-07-22 00:00:00+00:00,619.0062999999999
2014-07-23 00:00:00+00:00,617.9425000000001
2014-07-24 00:00:00+00:00,599.8088
2014-07-25 00:00:00+00:00,600.0963000000002
2014-07-26 00:00:00+00:00,593.7750000000001
2014-07-27 00:00:00+00:00,590.3788
2014-07-28 00:00:00+00:00,585.2787999999998
2014-07-29 00:00:00+00:00,581.7138
2014-07-30 00:00:00+00:00,560.7912999999999
2014-07-31 00:00:00+00:00,583.1821057431899
2014-08-01 00:00:00+00:00,593.8655273953669
2014-08-02 00:00:00+00:00,588.2306991611412
2014-08-03 00:00:00+00:00,585.5731940766995
2014-08-04 00:00:00+00:00,586.3686859113967
2014-08-05 00:00:00+00:00,582.4186267649761
2014-08-06 00:00:00+00:00,583.3249999999999
2014-08-07 00:00:00+00:00,587.2031590188054
2014-08-08 00:00:00+00:00,590.9072702245192
2014-08-09 00:00:00+00:00,588.1078559835756
2014-08-10 00:00:00+00:00,588.5004825541756
2014-08-11 00:00:00+00:00,573.4063
2014-08-12 00:00:00+00:00,567.4023482208208
2014-08-13 00:00:00+00:00,543.6674999999999
2014-08-14 00:00:00+00:00,503.7087999999998
2014-08-15 00:00:00+00:00,492.2844982828295
2014-08-16 00:00:00+00:00,521.0463000000001
2014-08-17 00:00:00+00:00,494.7813
2014-08-18 00:00:00+00:00,459.8863000000001
2014-08-19 00:00:00+00:00,484.1549999999999
2014-08-20 00:00:00+00:00,514.1863000000001
2014-08-21 00:00:00+00:00,515.605
2014-08-22 00:00:00+00:00,515.8263000000001
2014-08-23 00:00:00+00:00,496.5688000000001
2014-08-24 00:00:00+00:00,508.1138
2014-08-25 00:00:00+00:00,500.3863
2014-08-26 00:00:00+00:00,510.6387999999999
2014-08-27 00:00:00+00:00,510.4463
2014-08-28 00:00:00+00:00,506.9150000000001
2014-08-29 00:00:00+00:00,508.0963
2014-08-30 00:00:00+00:00,501.5300000000001
2014-08-31 00:00:00+00:00,480.0262999999999
2014-09-01 00:00:00+00:00,475.8200000000002
2014-09-02 00:00:00+00:00,474.6938
2014-09-03 00:00:00+00:00,474.7263000000001
2014-09-04 00:00:00+00:00,489.5475000000001
2014-09-05 00:00:00+00:00,480.2425000000001
2014-09-06 00:00:00+00:00,482.3588
2014-09-07 00:00:00+00:00,480.6025
2014-09-08 00:00:00+00:00,471.1250000000001
2014-09-09 00:00:00+00:00,471.7538
2014-09-10 00:00:00+00:00,477.1138
2014-09-11 00:00:00+00:00,476.3775000000001
2014-09-12 00:00:00+00:00,473.6874999999999
2014-09-13 00:00:00+00:00,476.0013
2014-09-14 00:00:00+00:00,474.795
2014-09-15 00:00:00+00:00,473.0313
2014-09-16 00:00:00+00:00,462.5925
2014-09-17 00:00:00+00:00,454.6238000000001
2014-09-18 00:00:00+00:00,423.565
2014-09-19 00:00:00+00:00,393.2624999999999
2014-09-20 00:00:00+00:00,408.5025
2014-09-21 00:00:00+00:00,396.62
2014-09-22 00:00:00+00:00,398.3113000000001
2014-09-23 00:00:00+00:00,433.7512999999999
2014-09-24 00:00:00+00:00,420.92
2014-09-25 00:00:00+00:00,407.9775
2014-09-26 00:00:00+00:00,402.88
2014-09-27 00:00:00+00:00,398.0074999999999
2014-09-28 00:00:00+00:00,375.9887999999999
2014-09-29 00:00:00+00:00,373.0888
2014-09-30 00:00:00+00:00,387.3512999999999
2014-10-01 00:00:00+00:00,380.8949999999999
2014-10-02 00:00:00+00:00,371.8413
2014-10-03 00:00:00+00:00,356.1899999999999
2014-10-04 00:00:00+00:00,327.8813
2014-10-05 00:00:00+00:00,325.1099999999999
2014-10-06 00:00:00+00:00,328.73
2014-10-07 00:00:00+00:00,331.7238
2014-10-08 00:00:00+00:00,353.3901000000001
2014-10-09 00:00:00+00:00,358.395
2014-10-10 00:00:00+00:00,357.5549999999999
2014-10-11 00:00:00+00:00,359.515
2014-10-12 00:00:00+00:00,374.1675000000001
2014-10-13 00:00:00+00:00,387.0387999999999
2014-10-14 00:00:00+00:00,398.2888
2014-10-15 00:00:00+00:00,392.1900000000001
2014-10-16 00:00:00+00:00,379.3912999999999
2014-10-17 00:00:00+00:00,380.2925
2014-10-18 00:00:00+00:00,389.1163
2014-10-19 00:00:00+00:00,386.945
2014-10-20 00:00:00+00:00,379.7699999999999
2014-10-21 00:00:00+00:00,382.4137999999999
2014-10-22 00:00:00+00:00,379.4425000000001
2014-10-23 00:00:00+00:00,356.2000000000001
2014-10-24 00:00:00+00:00,354.3175000000001
2014-10-25 00:00:00+00:00,347.0304940564094
2014-10-26 00:00:00+00:00,350.1888000000001
2014-10-27 00:00:00+00:00,348.29
2014-10-28 00:00:00+00:00,351.5638000000001
2014-10-29 00:00:00+00:00,333.1474999999999
2014-10-30 00:00:00+00:00,343.6674999999999
2014-10-31 00:00:00+00:00,336.5879758057807
2014-11-01 00:00:00+00:00,323.9763
2014-11-02 00:00:00+00:00,323.9849999999999
2014-11-03 00:00:00+00:00,323.995
2014-11-04 00:00:00+00:00,328.0083
2014-11-05 00:00:00+00:00,337.5933
2014-11-06 00:00:00+00:00,347.8183
2014-11-07 00:00:00+00:00,341.2317
2014-11-08 00:00:00+00:00,344.1783
2014-11-09 00:00:00+00:00,363.4241291015933
2014-11-10 00:00:00+00:00,363.7649999999999
2014-11-11 00:00:00+00:00,366.15
2014-11-12 00:00:00+00:00,418.5783
2014-11-13 00:00:00+00:00,414.7083
2014-11-14 00:00:00+00:00,395.245
2014-11-15 00:00:00+00:00,377.3267
2014-11-16 00:00:00+00:00,387.6233
2014-11-17 00:00:00+00:00,384.9
2014-11-18 00:00:00+00:00,374.8683
2014-11-19 00:00:00+00:00,376.7883
2014-11-20 00:00:00+00:00,355.3888345541618
2014-11-21 00:00:00+00:00,349.3882854323945
2014-11-22 00:00:00+00:00,351.5500000000001
2014-11-23 00:00:00+00:00,366.7817
2014-11-24 00:00:00+00:00,377.7417
2014-11-25 00:00:00+00:00,375.248
2014-11-26 00:00:00+00:00,365.7660000000001
2014-11-27 00:00:00+00:00,368.448
2014-11-28 00:00:00+00:00,376.951
2014-11-29 00:00:00+00:00,374.9649999999999
2014-11-30 00:00:00+00:00,376.472
2014-12-01 00:00:00+00:00,379.489
2014-12-02 00:00:00+00:00,381.3768000000001
2014-12-03 00:00:00+00:00,374.103
2014-12-04 00:00:00+00:00,368.2282000000001
2014-12-05 00:00:00+00:00,376.379
2014-12-06 00:00:00+00:00,373.671
2014-12-07 00:00:00+00:00,374.448
2014-12-08 00:00:00+00:00,361.433
2014-12-09 00:00:00+00:00,350.9280000000001
2014-12-10 00:00:00+00:00,346.9798718363186
2014-12-11 00:00:00+00:00,346.9089999999999
2014-12-12 00:00:00+00:00,351.502
2014-12-13 00:00:00+00:00,347.484
2014-12-14 00:00:00+00:00,350.133
2014-12-15 00:00:00+00:00,344.615
2014-12-16 00:00:00+00:00,328.5340000000001
2014-12-17 00:00:00+00:00,318.828
2014-12-18 00:00:00+00:00,309.765
2014-12-19 00:00:00+00:00,317.54
2014-12-20 00:00:00+00:00,328.7740000000001
2014-12-21 00:00:00+00:00,319.501
2014-12-22 00:00:00+00:00,329.886
2014-12-23 00:00:00+00:00,333.97
2014-12-24 00:00:00+00:00,322.194
2014-12-25 00:00:00+00:00,318.166
2014-12-26 00:00:00+00:00,327.7169708710151
2014-12-27 00:00:00+00:00,314.568
2014-12-28 00:00:00+00:00,316.491
2014-12-29 00:00:00+00:00,312.6329999999999
2014-12-30 00:00:00+00:00,310.079
2014-12-31 00:00:00+00:00,317.379
2015-01-01 00:00:00+00:00,313.9920000000001
2015-01-02 00:00:00+00:00,314.446
2015-01-03 00:00:00+00:00,286.572
2015-01-04 00:00:00+00:00,260.936
2015-01-05 00:00:00+00:00,273.22
2015-01-06 00:00:00+00:00,285.3738000000001
2015-01-07 00:00:00+00:00,295.8725
2015-01-08 00:00:00+00:00,284.4525
2015-01-09 00:00:00+00:00,289.5738000000001
2015-01-10 00:00:00+00:00,274.533
2015-01-11 00:00:00+00:00,267.184
2015-01-12 00:00:00+00:00,268.353667700943
2015-01-13 00:00:00+00:00,221.436
2015-01-14 00:00:00+00:00,172.1479
2015-01-15 00:00:00+00:00,210.5559
2015-01-16 00:00:00+00:00,205.816
2015-01-17 00:00:00+00:00,199.4914
2015-01-18 00:00:00+00:00,208.9892
2015-01-19 00:00:00+00:00,214.545
2015-01-20 00:00:00+00:00,210.5137
2015-01-21 00:00:00+00:00,224.0451
2015-01-22 00:00:00+00:00,232.0423000000001
2015-01-23 00:00:00+00:00,232.898
2015-01-24 00:00:00+00:00,248.096
2015-01-25 00:00:00+00:00,253.8388999999999
2015-01-26 00:00:00+00:00,271.2882000000001
